instance_id,answer_pred_bespoke,answer_pred_str_bespoke,id,answer_pred_qwen,answer_pred_str_qwen,image_file,figure_id,caption,figure_type,compound,figs_numb,qa_pair_type,question,answer_options,venue,categories,source_dataset,paper_id,pdf_url
df45798236fa8d275d610e1ec8e4c980,yes,yes,df45798236fa8d275d610e1ec8e4c980,no,no,1907.08889v1-figure1-1.png,1907.08889v1-figure1-1,figure 1: (exp1) models trained on the artificial data generated by the corresponding aeg model. the xaxis represents the amount of artificial data added to nucle-clc during training.,line chart,False,1,closed-ended finite answer set binary non-visual,did the f0.5 score for on lstm models consistently decrease as the amount of artificial data added increased after +100k?,,arxiv,['cs.cl'],scigraphqa,1907.08889,https://arxiv.org/pdf/1907.08889v1
fdc3c13d9ee47eeef14ed142391d3571,no,no,fdc3c13d9ee47eeef14ed142391d3571,yes,yes,1708.06555v1-figure1-1.png,1708.06555v1-figure1-1,figure 1: variation of word triggering correlations for pronouns over large distances.,line chart,False,1,closed-ended finite answer set binary non-visual,do any of the pronoun triggering correlations have a higher value than the statistical independence line?,,arxiv,['cs.cl cs.lg'],scigraphqa,1708.06555,https://arxiv.org/pdf/1708.06555v1
8463b45f3135aec2b2e2787815024754,yes,yes,8463b45f3135aec2b2e2787815024754,no,no,2007.07860v1-figure4-1.png,2007.07860v1-figure4-1,figure 4: crowdflower-gender evaluation 1. fraction of non-brand posts by male user accounts in summaries generated by standard summarization algorithms (a) and our framework (b).,line chart,True,2,closed-ended finite answer set binary non-visual,does the framework in (b) achieve a higher fraction of non-brand posts by male user accounts than the standard summarization algorithms shown in (a) at a summary size of less than 25?,,arxiv,['cs.cy cs.cl'],scigraphqa,2007.07860,https://arxiv.org/pdf/2007.07860v1
83e13f914202d48855a2ec213fa5fd3c,yes,yes,83e13f914202d48855a2ec213fa5fd3c,no,no,1611.10277v4-figure1-1.png,1611.10277v4-figure1-1,"figure 1: speed comparisons to a fixed number of iterations as the number of documents and words vary. new york times articles and pubmed abstracts were collected from the uci machine learning repository (lichman, 2013). the disaster relief articles are described in section 4.1, and represented simply as bags of words, not phrases.",line chart,True,6,closed-ended finite answer set binary non-visual,is lda always faster than sparse corex when comparing speed across different data types?,,arxiv,['cs.cl cs.ir cs.it math.it stat.ml'],scigraphqa,1611.10277,https://arxiv.org/pdf/1611.10277v4
1dbae153d0db934c18ab9864d8bbe2df,yes,yes,1dbae153d0db934c18ab9864d8bbe2df,no,no,2007.03988v1-figure4-1.png,2007.03988v1-figure4-1,figure 4:mrr (left) and number of parameters (right) under different embedding sizes. evaluated on wikipeople-4.,line chart,True,2,closed-ended finite answer set binary non-visual,is the number of parameters for the n-cp method always lower than the n-tuckerer method?,,arxiv,['cs.cl'],scigraphqa,2007.03988,https://arxiv.org/pdf/2007.03988v1
6477d012753a0a924d4948a11d5f0221,yes,yes,6477d012753a0a924d4948a11d5f0221,no,no,1906.11604v1-figure3-1.png,1906.11604v1-figure3-1,figure 3: the relative improvement in development accuracy over sets over baseline obtained by using conversational-context embeddings with different number of utterance history and different merging techniques.,line chart,False,1,closed-ended finite answer set binary non-visual,does the improvement for the mean method consistently increase after 6 utterance history?,,arxiv,['cs.cl cs.sd eess.as'],scigraphqa,1906.11604,https://arxiv.org/pdf/1906.11604v1
ee67f292d1dcbfe6520f3e6ad10fc751,yes,yes,ee67f292d1dcbfe6520f3e6ad10fc751,no,no,2005.00571v2-figure1-1.png,2005.00571v2-figure1-1,figure 1: rule quality difference between datasets. there are exists high quality rules on wn18rr.,line chart,False,1,closed-ended finite answer set binary non-visual,is the accuracy of the wn18rr dataset consistently higher than the fb15k-237 dataset for rule body indices less than 4?,,arxiv,['cs.ai cs.cl cs.lg'],scigraphqa,2005.00571,https://arxiv.org/pdf/2005.00571v2
4adf99ac3479eb3c0fc3e7f2efdb7123,yes,yes,4adf99ac3479eb3c0fc3e7f2efdb7123,no,no,1209.3126v1-figure4-1.png,1209.3126v1-figure4-1,figure 4: scatter plot of mean length of words for two english corpora (heterogeneous and summarization raw corpora after filtering).,line chart,False,1,closed-ended finite answer set binary non-visual,are the mean lengths of words in the heterogeneous and summarization raw corpora after filtering the same?,,arxiv,['cs.ir cs.cl'],scigraphqa,1209.3126,https://arxiv.org/pdf/1209.3126v1
2d4b8c65db581bd255678ee5dd13f872,yes,yes,2d4b8c65db581bd255678ee5dd13f872,no,no,1902.07249v2-figure9-1.png,1902.07249v2-figure9-1,"figure 9: ratio of interpretable units in layer-wise. across all datasets, there are more than 90% of units are interpretable. see section d for more details.",line chart,False,1,closed-ended finite answer set binary non-visual,does the ratio of interpretable units reach the lowest for yelp dataset?,,arxiv,['cs.cl cs.lg stat.ml'],scigraphqa,1902.07249,https://arxiv.org/pdf/1902.07249v2
dfeda6b255beafe39a02b05147150085,yes,yes,dfeda6b255beafe39a02b05147150085,no,no,2007.00067v1-figure2-1.png,2007.00067v1-figure2-1,figure 2. convergence curves for different ablated models. “regularizer” denotes the cosine multiplier in the equation (11).,line chart,False,1,closed-ended finite answer set binary non-visual,does the loss of the 'no regularizer' model converge to a lower value than the loss of the 'no lns' model?,,arxiv,['cs.cl cs.lg stat.ml'],scigraphqa,2007.00067,https://arxiv.org/pdf/2007.00067v1
f559313c9f108a2e59402072dead1181,yes,yes,f559313c9f108a2e59402072dead1181,no,no,1711.04289v3-figure3-1.png,1711.04289v3-figure3-1,figure 3: accuracies of models under different sizes of external knowledge. more external knowledge corresponds to higher accuracies.,line chart,False,1,closed-ended finite answer set binary non-visual,do the accuracies of all models increase as the ratio of external knowledge increases?,,arxiv,['cs.cl'],scigraphqa,1711.04289,https://arxiv.org/pdf/1711.04289v3
69cea8d555d0409f9da65492374de0dd,yes,yes,69cea8d555d0409f9da65492374de0dd,no,no,2010.09233v2-figure10-1.png,2010.09233v2-figure10-1,figure 10: k-nn accuracy in the visualization space by plsv-vae with different rbfs (k = 10).,line chart,True,4,closed-ended finite answer set binary non-visual,is the k-nn accuracy for the inverse multiquadratic rbf consistently higher than the inverse quadratic rbf for all datasets?,,arxiv,['cs.cl'],scigraphqa,2010.09233,https://arxiv.org/pdf/2010.09233v2
7262e3a3b4c4b3388bb24dcf16642a51,yes,yes,7262e3a3b4c4b3388bb24dcf16642a51,no,no,1906.09426v1-figure1-1.png,1906.09426v1-figure1-1,figure 1: character/word error rates for code-switched hindi-english specific to different λ values.,line chart,False,1,closed-ended finite answer set binary non-visual,does the figure show that the character error rates (cer) are always higher than word error rates (wer)?,,arxiv,['eess.as cs.cl cs.lg cs.sd'],scigraphqa,1906.09426,https://arxiv.org/pdf/1906.09426v1
2779b3986c1124793e82f8d890de8668,yes,yes,2779b3986c1124793e82f8d890de8668,no,no,1803.03667v1-figure1-1.png,1803.03667v1-figure1-1,fig 1. the text of “harry potter and the chamber of secrets” treated according to zipf’s,"line chart,scatter plot",True,4,closed-ended finite answer set binary non-visual,does the subplot c show a higher ln(f) value than subplot d?,,arxiv,['cs.cl physics.soc-ph stat.ot'],scigraphqa,1803.03667,https://arxiv.org/pdf/1803.03667v1
b569c82d0dc61632698612924ce49b33,no,no,b569c82d0dc61632698612924ce49b33,yes,yes,1504.04884v3-figure2-1.png,1504.04884v3-figure2-1,figure 2: the gray region covers the values of spearman ρ satisfying eq. 11 as a function of kendall τ .,line chart,False,1,closed-ended finite answer set binary non-visual,does the spearman ρ value increase as the kendall τ increases?,,arxiv,['cs.it cs.cl cs.si math.it physics.data-an'],scigraphqa,1504.04884,https://arxiv.org/pdf/1504.04884v3
7c9b21acd0cdc3627fc7d101a438a8f6,no,no,7c9b21acd0cdc3627fc7d101a438a8f6,yes,yes,s19-2116.pdf-figure1.png,s19-2116.pdf-figure1,"figure 1: sub-task a,rnn method",confusion matrix,False,1,closed-ended finite answer set binary non-visual,is there any cell with value more than 500 in figure 1?,,acl,nan,aclfig,s19-2116,https://aclanthology.org/s19-2116.pdf
63696f44c4f7923c3c874f30339686ed,yes,yes,63696f44c4f7923c3c874f30339686ed,no,no,2011.00597v1-figure4-1.png,2011.00597v1-figure4-1,figure 4: noise vs performance study on activitynet-captions dataset (val1),line chart,False,1,closed-ended finite answer set binary non-visual,does the retrieval percentage consistently decrease as noise percentage increases?,,arxiv,['cs.cv cs.ai cs.cl cs.lg'],scigraphqa,2011.00597,https://arxiv.org/pdf/2011.00597v1
3dbd1bf02c628ee0b97eb2daa6226298,yes,yes,3dbd1bf02c628ee0b97eb2daa6226298,no,no,1810.12646v1-figure5-1.png,1810.12646v1-figure5-1,figure 5: interaction plot for authority and support in cooperative (left) and competitive (right) dialogs.,line chart,True,2,closed-ended finite answer set binary non-visual,is the 'd' value for 'yes' consistently higher than for 'no' in competitive dialogs?,,arxiv,['cs.cl'],scigraphqa,1810.12646,https://arxiv.org/pdf/1810.12646v1
7c74d4427c6699eb46d6ebac11ad8f9d,yes,yes,7c74d4427c6699eb46d6ebac11ad8f9d,no,no,1910.03678v1-figure17-1.png,1910.03678v1-figure17-1,fig. 17: loss for sequence-to-sequence textsum model,line chart,True,2,closed-ended finite answer set binary non-visual,does the evaluation loss consistently decrease over time?,,arxiv,['cs.cl cs.lg stat.ml'],scigraphqa,1910.03678,https://arxiv.org/pdf/1910.03678v1
31146aea2f7f2e755ab4124111240aa2,no,no,31146aea2f7f2e755ab4124111240aa2,yes,yes,2007.10681v1-figure3-1.png,2007.10681v1-figure3-1,figure 3: results on iwslt14 de→en and wmt14 en→de with different λ.,line chart,True,2,closed-ended finite answer set binary non-visual,is the maximum bleu score achieved in iwslt14 de→en higher than 35.7?,,arxiv,['cs.cl'],scigraphqa,2007.10681,https://arxiv.org/pdf/2007.10681v1
8a26047885478b330c2792b3d1c29a8b,yes,yes,8a26047885478b330c2792b3d1c29a8b,no,no,1705.04400v1-figure4-1.png,1705.04400v1-figure4-1,"figure 4. 4a and 4b plot cer and serving latency respectively on a dev-set as a function of lookahead, and the number of lcbgru layers. the models are trained on a sampled subset (10 %) of the complete training data. the green and blue baselines are the performance of models where all the 3 gru layers are bidirectional and forward-only correspondingly.",line chart,True,2,closed-ended finite answer set binary non-visual,is the cer performance of the bidirectional model consistently lower than the cer performance of the forward model with la-conv?,,arxiv,['cs.cl'],scigraphqa,1705.04400,https://arxiv.org/pdf/1705.04400v1
c847b5d50dde80353e39e0fbd6c8e9da,yes,yes,c847b5d50dde80353e39e0fbd6c8e9da,no,no,2010.12563v1-figure7-1.png,2010.12563v1-figure7-1,figure 7: the attack success rate when poisoning sentiment analysis models to make the phrase “the despicable donald j. trump” positive.,line chart,False,1,closed-ended finite answer set binary non-visual,does the attack success rate without overlap consistently stay above the success rate with overlap?,,arxiv,['cs.cl'],scigraphqa,2010.12563,https://arxiv.org/pdf/2010.12563v1
a79eee701aea092953c0086b2f1393ec,yes,yes,a79eee701aea092953c0086b2f1393ec,no,no,2005.07920v2-figure5-1.png,2005.07920v2-figure5-1,fig. 5. performance comparison between ctc and ctcc using different size of beam for lm rescoring,line chart,True,2,closed-ended finite answer set binary non-visual,is the wer (word error rate) consistently lower for ctcc compared to ctc in the th-cs setting?,,arxiv,['eess.as cs.cl cs.sd'],scigraphqa,2005.07920,https://arxiv.org/pdf/2005.07920v2
27d66d7f05709d16d686acb2e190be82,yes,yes,27d66d7f05709d16d686acb2e190be82,no,no,1910.13707v1-figure3-1.png,1910.13707v1-figure3-1,fig. 3: wers (%) obtained with # of estimation iterations by wpe+mpdr and wpe+wmpdr with joint and separate optimization schemes,line chart,True,2,closed-ended finite answer set binary non-visual,does the wer obtained with wpe+mpdr using separate optimization scheme always decrease with the increase in number of iterations for the reverb dataset?,,arxiv,['cs.sd cs.cl eess.as'],scigraphqa,1910.13707,https://arxiv.org/pdf/1910.13707v1
772d039d144c80f54f6effce188ca9a0,yes,yes,772d039d144c80f54f6effce188ca9a0,no,no,2010.06150v1-figure5-1.png,2010.06150v1-figure5-1,figure 5: four models with four metrics evaluated on sts 12-16 using different layers. squares connected by solid lines are with batch centering. dots connected by dashed lines are their counterparts without batch centering.,line chart,True,4,closed-ended finite answer set binary non-visual,does the use of batch centering consistently increase the pearson correlation for all four models?,,arxiv,['cs.cl cs.lg'],scigraphqa,2010.06150,https://arxiv.org/pdf/2010.06150v1
